snapped_at,price,market_cap,total_volume
2017-11-02 00:00:00 UTC,1.1293352667128005,501643005.3379427,68780256.10927193
2017-11-03 00:00:00 UTC,1.2227881316785512,545531686.5626886,59391642.72178535
2017-11-04 00:00:00 UTC,1.118835066185263,501287376.4343022,36839552.58307376
2017-11-05 00:00:00 UTC,1.0933957313190918,491757470.2104643,32286108.084362064
2017-11-06 00:00:00 UTC,0.9271391081868977,420627391.0904226,25486285.475747466
2017-11-07 00:00:00 UTC,0.9492407360588954,435367365.11194026,7563270.741252576
2017-11-08 00:00:00 UTC,1.1324455546850918,521628330.6785038,37491304.27556827
2017-11-09 00:00:00 UTC,1.178428993343509,545099200.0820798,24224144.847276144
2017-11-10 00:00:00 UTC,1.035242780200748,480955371.4655083,22524423.976302892
2017-11-11 00:00:00 UTC,1.1512905599553669,537227866.4338233,10659152.869116785
2017-11-12 00:00:00 UTC,1.0921024864728899,511983298.38096076,14699158.164586456
2017-11-13 00:00:00 UTC,1.1637326859637465,547671087.9082556,20217506.891428474
2017-11-14 00:00:00 UTC,1.64900640335329,780362961.053093,42657528.3933326
2017-11-15 00:00:00 UTC,1.66824289790906,798978531.004959,64567194.4399836
2017-11-16 00:00:00 UTC,1.61709189446475,777338775.829763,61695858.6784992
2017-11-17 00:00:00 UTC,1.74819916924385,843604382.917452,49077846.1785639
2017-11-18 00:00:00 UTC,1.93486178201793,937590047.897031,50446557.491978
2017-11-19 00:00:00 UTC,1.87349552746597,911472621.047999,51852717.405764
2017-11-20 00:00:00 UTC,2.0053691902884,980023780.91273,52899130.6324113
2017-11-21 00:00:00 UTC,1.89235895759924,928569428.562146,53082209.7262201
2017-11-22 00:00:00 UTC,1.90668336002399,939374539.900494,42562160.2327844
2017-11-23 00:00:00 UTC,1.92299917179336,950988149.359796,39428599.5991979
2017-11-24 00:00:00 UTC,1.88398746890671,935607461.554804,39168174.15824
2017-11-25 00:00:00 UTC,2.02622773791842,1010405651.46303,41823587.7136826
2017-11-26 00:00:00 UTC,2.51948575307258,1261481356.97871,103440099.202913
2017-11-27 00:00:00 UTC,2.8588740537541,1437181333.59954,111655179.711665
2017-11-28 00:00:00 UTC,2.8173794039249,1422141874.39354,83662423.9479868
2017-11-29 00:00:00 UTC,2.70703030665645,1375177418.92391,119116053.702676
2017-11-30 00:00:00 UTC,2.86298699376262,1460555709.34785,80359727.7123774
2017-12-01 00:00:00 UTC,3.23311366083721,1656657333.14079,63570752.1471802
2017-12-02 00:00:00 UTC,3.96217515171388,2038238766.83159,138039065.013252
2017-12-03 00:00:00 UTC,3.62580602039821,1871959261.2143,112724732.683623
2017-12-04 00:00:00 UTC,3.9513691248371,2050596661.14505,135695466.261275
2017-12-05 00:00:00 UTC,4.36981100608605,2271873542.8635,159253455.233266
2017-12-06 00:00:00 UTC,4.79394851908469,2498815243.17559,387713.38959443
2017-12-07 00:00:00 UTC,4.33334740144836,2273159083.09325,67820036.203756
2017-12-08 00:00:00 UTC,4.33345712494896,2282000745.06163,136355667.867668
2017-12-09 00:00:00 UTC,4.09009363051304,2162420023.57658,86074296.0186211
2017-12-10 00:00:00 UTC,3.80431052052503,2018793899.0976,79426736.3983636
2017-12-11 00:00:00 UTC,4.37697692898909,2331547596.22799,123780978.84506
2017-12-12 00:00:00 UTC,5.42446916628897,2900217999.85511,129746557.94752
2017-12-13 00:00:00 UTC,7.20262936494958,3866232720.46337,222641472.582568
2017-12-14 00:00:00 UTC,8.50135095852028,4582474926.85535,534291382.155012
2017-12-15 00:00:00 UTC,8.0609730846578,4360661041.49936,357594937.599688
2017-12-16 00:00:00 UTC,8.4976817922525,4615661141.82987,278021071.344588
2017-12-17 00:00:00 UTC,8.12678744501143,4430551268.16548,173570393.009859
2017-12-18 00:00:00 UTC,8.88084344111963,4859866078.80548,239560287.904321
2017-12-19 00:00:00 UTC,11.5667270110243,6352824382.55945,817640709.668197
2017-12-20 00:00:00 UTC,10.7634715932882,5933245554.40895,304498750.708604
2017-12-21 00:00:00 UTC,10.9466716769235,6054154962.56747,320559368.512085
2017-12-22 00:00:00 UTC,8.7883041297265,4892289840.71399,972201388.86315
2017-12-23 00:00:00 UTC,8.56988585482654,4786744889.31526,215566907.787148
2017-12-24 00:00:00 UTC,8.10447285262575,4541515382.20993,167338747.339535
2017-12-25 00:00:00 UTC,8.06762516078813,4537931643.77043,97449089.9486967
2017-12-26 00:00:00 UTC,8.6596399756881,4891744952.44793,151477331.200881
2017-12-27 00:00:00 UTC,8.87168385282068,5030261458.8017,178952091.944358
2017-12-28 00:00:00 UTC,9.61406783973103,5470120005.17076,457224235.746106
2017-12-29 00:00:00 UTC,9.65467136266722,5513276620.7997,370368232.633206
2017-12-30 00:00:00 UTC,7.43894488426932,4262853860.92278,150963219.761411
2017-12-31 00:00:00 UTC,8.97135924592123,5159781007.60689,257896122.793584
2018-01-01 00:00:00 UTC,7.67227821415548,4428201167.60274,110092415.062506
2018-01-02 00:00:00 UTC,9.50403557859302,5504239082.02358,455956361.826343
2018-01-03 00:00:00 UTC,10.090183592923779,5864935801.648773,416902104.7947087
2018-01-04 00:00:00 UTC,11.713283945776041,6830739948.855685,1051888285.8842038
2018-01-05 00:00:00 UTC,9.673191741047242,5658765233.146178,233279746.84458882
2018-01-06 00:00:00 UTC,10.019651748739651,5880167373.024582,203627368.35805893
2018-01-07 00:00:00 UTC,10.355536936383595,6099479767.762308,222407809.21491528
2018-01-08 00:00:00 UTC,9.913628218975312,5857804415.504547,255834374.88069478
2018-01-09 00:00:00 UTC,9.587459968078843,5685411957.232013,160075535.60286346
2018-01-10 00:00:00 UTC,12.317891161141818,7328320250.118864,996100863.1111314
2018-01-11 00:00:00 UTC,12.353223682722907,7374060275.846529,1041713427.6961471
2018-01-12 00:00:00 UTC,16.684080884761755,9994107608.14793,2284504179.680853
2018-01-13 00:00:00 UTC,18.79358546389613,11296921629.501423,3110560610.569199
2018-01-14 00:00:00 UTC,15.881748161804712,9597669436.355255,1080254491.2303267
2018-01-15 00:00:00 UTC,14.882865364320084,9024250357.337833,725070164.1939487
2018-01-16 00:00:00 UTC,11.069224393330352,6737870073.754916,1463368275.4647303
2018-01-17 00:00:00 UTC,11.715402450850448,7157986245.587546,1490842426.8640134
2018-01-18 00:00:00 UTC,12.201847724961748,7480758891.80446,1174777646.908028
2018-01-19 00:00:00 UTC,12.644156989599097,7775141791.784244,757626182.9075383
2018-01-20 00:00:00 UTC,18.18322938312809,11223153629.494791,2576760342.0341883
2018-01-21 00:00:00 UTC,15.413647147155007,9547858119.494568,2679360235.719802
2018-01-22 00:00:00 UTC,15.363330320350512,9548273014.285055,2658360489.795868
2018-01-23 00:00:00 UTC,13.428899866460071,8373101740.062737,1362082590.1847274
2018-01-24 00:00:00 UTC,14.852412578364719,9290959036.950645,898923270.2480725
2018-01-25 00:00:00 UTC,14.962271169694345,9387601828.730097,1399917263.952439
2018-01-26 00:00:00 UTC,15.047846702196429,9472904896.493206,1305489420.4634397
2018-01-27 00:00:00 UTC,14.755230346904137,9314619354.503584,612508369.2122889
2018-01-28 00:00:00 UTC,15.117420687126975,9578028867.181465,531618629.15151715
2018-01-29 00:00:00 UTC,13.950836902931414,8866908577.10427,468281751.9809991
2018-01-30 00:05:19 UTC,13.898883775145823,8833887658.387598,496238212.86703175
2018-01-31 00:05:26 UTC,11.371211492544377,7250665189.9207,679900723.0618895
2018-02-01 00:05:24 UTC,12.169257166761538,7783649450.186087,834193074.4217627
2018-02-02 00:05:23 UTC,10.192190499290744,6539361965.086966,739363281.0851052
2018-02-03 00:05:22 UTC,9.709600319963615,6248929605.271808,1280824938.0538805
2018-02-04 00:07:40 UTC,9.46754889274681,6111897542.754411,616736844.205577
2018-02-05 00:07:46 UTC,8.702822603352534,5635913916.003189,494781866.08198494
2018-02-06 00:05:22 UTC,6.993185684700792,4543180864.759182,454668031.42657197
2018-02-07 00:05:21 UTC,8.268847369998468,5388361123.086533,1038976569.8108125
2018-02-08 00:05:17 UTC,7.482660261690737,4901634284.218452,647712805.5048583
2018-02-09 00:00:00 UTC,8.24945842773862,5422036967.351962,442709020.5116505
2018-02-10 00:00:00 UTC,9.197621425384474,6061197697.133652,173710874.9643515
2018-02-11 00:00:00 UTC,9.026775391904115,5965944518.473359,532232750.93657404
2018-02-12 00:00:00 UTC,8.464248639017143,5617321538.9332905,338595993.7872674
2018-02-13 00:00:00 UTC,9.09977479417513,6058930841.917848,291180747.5166061
2018-02-14 00:00:00 UTC,9.034995668559047,6029765281.052793,309244580.715617
2018-02-15 00:00:00 UTC,9.90683282786772,6631447567.262826,404201700.4348494
2018-02-16 00:00:00 UTC,10.074964487180548,6765211083.9414015,325551847.57180953
2018-02-17 00:00:00 UTC,9.793554589190727,6601196814.4789,195758693.41953874
