Date,Value
2017-12-25,1264.6
2017-12-22,1264.6
2017-12-21,1264.6
2017-12-20,1264.6
2017-12-19,1260.4
2017-12-18,1260.6
2017-12-15,1254.6
2017-12-14,1251.0
2017-12-13,1242.7
2017-12-12,1240.9
2017-12-11,1247.2
2017-12-08,1250.7
2017-12-07,1255.0
2017-12-06,1263.7
2017-12-05,1266.3
2017-12-04,1273.5
2017-12-01,1275.5
2017-11-30,1280.2
2017-11-29,1283.9
2017-11-28,1291.9
2017-11-27,1294.9
2017-11-24,1290.5
2017-11-23,1290.4
2017-11-22,1287.0
2017-11-21,1283.3
2017-11-20,1286.2
2017-11-17,1284.4
2017-11-16,1280.0
2017-11-15,1282.2
2017-11-14,1274.6
2017-11-13,1278.0
2017-11-10,1284.3
2017-11-09,1284.8
2017-11-08,1284.0
2017-11-07,1275.6
2017-11-06,1270.9
2017-11-03,1267.2
2017-11-02,1279.2
2017-11-01,1277.1
2017-10-31,1270.2
2017-10-30,1272.0
2017-10-27,1266.5
2017-10-26,1273.8
2017-10-25,1275.0
2017-10-24,1276.5
2017-10-23,1274.9
2017-10-20,1281.2
2017-10-19,1286.4
2017-10-18,1280.2
2017-10-17,1284.8
2017-10-16,1303.3
2017-10-13,1299.6
2017-10-12,1290.3
2017-10-11,1289.3
2017-10-10,1291.4
2017-10-09,1278.8
2017-10-06,1261.8
2017-10-05,1274.5
2017-10-04,1274.3
2017-10-03,1271.3
2017-10-02,1273.7
2017-09-29,1283.1
2017-09-28,1283.4
2017-09-27,1282.6
2017-09-26,1300.1
2017-09-25,1293.3
2017-09-22,1294.8
2017-09-21,1292.1
2017-09-20,1311.3
2017-09-19,1309.6
2017-09-18,1312.1
2017-09-15,1322.9
2017-09-14,1324.6
2017-09-13,1327.6
2017-09-12,1326.5
2017-09-11,1334.2
2017-09-08,1346.3
2017-09-07,1343.5
2017-09-06,1337.9
2017-09-05,1335.6
2017-09-04,1333.1
2017-09-01,1320.4
2017-08-31,1311.8
2017-08-30,1308.5
2017-08-29,1318.7
2017-08-28,1285.3
2017-08-25,1285.3
2017-08-24,1289.0
2017-08-23,1286.7
2017-08-22,1284.2
2017-08-21,1292.9
2017-08-18,1295.8
2017-08-17,1285.2
2017-08-16,1272.8
2017-08-15,1270.3
2017-08-14,1282.3
2017-08-11,1286.1
2017-08-10,1284.4
2017-08-09,1271.1
2017-08-08,1261.8
2017-08-07,1258.0
2017-08-04,1257.7
2017-08-03,1268.1
2017-08-02,1269.6
2017-08-01,1271.0
2017-07-31,1267.6
2017-07-28,1264.9
2017-07-27,1261.1
2017-07-26,1248.1
2017-07-25,1254.4
2017-07-24,1248.6
2017-07-21,1248.6
2017-07-20,1238.7
2017-07-19,1242.2
2017-07-18,1240.8
2017-07-17,1234.1
2017-07-14,1230.3
2017-07-13,1218.9
2017-07-12,1218.8
2017-07-11,1211.1
2017-07-10,1211.9
2017-07-07,1215.7
2017-07-06,1224.9
2017-07-05,1220.3
2017-07-04,1223.8
2017-07-03,1229.3
2017-06-30,1242.3
2017-06-29,1243.5
2017-06-28,1248.0
2017-06-27,1249.6
2017-06-26,1245.3
2017-06-23,1255.7
2017-06-22,1250.8
2017-06-21,1242.5
2017-06-20,1242.2
2017-06-19,1248.2
2017-06-16,1255.4
2017-06-15,1254.6
2017-06-14,1275.5
2017-06-13,1262.0
2017-06-12,1266.4
2017-06-09,1266.6
2017-06-08,1273.1
2017-06-07,1291.0
2017-06-06,1293.5
2017-06-05,1280.0
2017-06-02,1275.0
2017-06-01,1264.9
2017-05-31,1266.2
2017-05-30,1262.7
2017-05-29,1265.1
2017-05-26,1265.1
2017-05-25,1257.0
2017-05-24,1252.6
2017-05-23,1260.2
2017-05-22,1258.9
2017-05-19,1252.0
2017-05-18,1255.9
2017-05-17,1257.4
2017-05-16,1234.2
2017-05-15,1233.3
2017-05-12,1231.3
2017-05-11,1223.2
2017-05-10,1223.0
2017-05-09,1220.4
2017-05-08,1229.8
2017-05-05,1228.1
