Date,OFR FSI,Credit,Equity valuation,Safe assets,Funding,Volatility,United States,Other advanced economies,Emerging markets
2000-03-10,1.757,0.891,0.158,0.058,0.064,0.586,1.496,0.241,0.02
2000-03-13,2.078,0.965,0.202,0.078,0.146,0.687,1.737,0.31,0.031
2000-03-14,2.321,0.961,0.274,0.111,0.184,0.791,1.945,0.34,0.036
2000-03-15,2.121,0.98,0.185,0.068,0.219,0.669,1.786,0.298,0.037
2000-03-16,1.916,1.007,0.003,0.077,0.256,0.573,1.568,0.323,0.025
2000-03-17,1.843,0.981,-0.011,0.012,0.222,0.639,1.576,0.238,0.029
2000-03-20,1.913,0.995,0.006,0.027,0.202,0.683,1.6,0.274,0.039
2000-03-21,1.565,1.022,-0.093,-0.077,0.178,0.535,1.344,0.184,0.037
2000-03-22,1.563,1.035,-0.106,-0.088,0.213,0.509,1.338,0.187,0.038
2000-03-23,1.635,1.077,-0.178,-0.029,0.247,0.518,1.35,0.251,0.034
2000-03-24,1.833,1.028,-0.18,0.098,0.295,0.592,1.473,0.328,0.032
2000-03-27,2.024,1.036,-0.165,0.061,0.428,0.664,1.71,0.283,0.031
2000-03-28,2.154,1.122,-0.121,0.044,0.396,0.713,1.779,0.34,0.035
2000-03-29,2.164,1.147,-0.124,-0.003,0.405,0.739,1.782,0.337,0.045
2000-03-30,2.551,1.312,-0.065,0.025,0.483,0.796,2.089,0.412,0.05
2000-03-31,2.906,1.429,0.002,0.099,0.522,0.854,2.178,0.678,0.05
2000-04-03,2.784,1.437,-0.024,0.014,0.597,0.76,2.166,0.566,0.052
2000-04-04,2.946,1.493,0.01,0.01,0.58,0.853,2.321,0.567,0.058
2000-04-05,3.09,1.56,0.032,0.017,0.55,0.931,2.402,0.631,0.057
2000-04-06,2.682,1.467,-0.004,0.044,0.46,0.715,2.135,0.527,0.02
2000-04-07,2.308,1.488,-0.046,-0.031,0.492,0.405,1.904,0.433,-0.029
2000-04-10,2.589,1.559,-0.016,-0.08,0.658,0.468,2.18,0.431,-0.022
2000-04-11,2.609,1.514,-0.004,-0.092,0.647,0.544,2.266,0.354,-0.011
2000-04-12,2.961,1.555,0.086,-0.051,0.593,0.778,2.434,0.499,0.028
2000-04-13,2.981,1.514,0.16,-0.058,0.594,0.771,2.512,0.436,0.033
2000-04-14,4.051,1.601,0.401,0.036,0.968,1.045,3.396,0.615,0.04
2000-04-17,3.428,1.557,0.289,0.046,0.685,0.851,2.774,0.598,0.056
2000-04-18,2.944,1.521,0.164,0.0,0.617,0.642,2.387,0.508,0.049
2000-04-19,2.973,1.479,0.206,-0.035,0.715,0.608,2.494,0.432,0.047
2000-04-20,2.816,1.514,0.184,-0.095,0.673,0.54,2.369,0.404,0.043
2000-04-24,2.954,1.496,0.198,-0.083,0.721,0.622,2.498,0.409,0.047
2000-04-25,2.595,1.44,0.067,-0.157,0.672,0.573,2.248,0.305,0.042
2000-04-26,2.829,1.457,0.112,-0.152,0.792,0.62,2.491,0.294,0.044
2000-04-27,2.8,1.457,0.102,-0.198,0.813,0.626,2.495,0.252,0.053
2000-04-28,2.875,1.534,0.133,-0.257,0.883,0.582,2.608,0.226,0.041
2000-05-01,2.897,1.627,0.101,-0.234,0.862,0.541,2.572,0.284,0.041
2000-05-02,3.151,1.568,0.159,-0.217,0.963,0.678,2.84,0.257,0.054
2000-05-03,3.464,1.591,0.25,-0.243,0.974,0.892,3.148,0.259,0.057
2000-05-04,3.604,1.536,0.266,-0.22,1.17,0.852,3.3,0.255,0.049
2000-05-05,3.466,1.594,0.178,-0.19,1.191,0.693,3.115,0.304,0.047
2000-05-08,3.484,1.6,0.204,-0.185,1.112,0.753,3.134,0.295,0.055
2000-05-09,3.397,1.621,0.24,-0.173,0.948,0.761,3.064,0.287,0.046
2000-05-10,3.442,1.695,0.321,-0.216,0.896,0.746,3.11,0.307,0.025
2000-05-11,3.433,1.622,0.25,-0.192,1.084,0.669,3.111,0.291,0.031
2000-05-12,3.349,1.677,0.216,-0.065,1.011,0.51,2.947,0.392,0.01
2000-05-15,3.261,1.7,0.128,-0.168,1.183,0.418,2.935,0.325,0.001
2000-05-16,2.888,1.728,0.089,-0.235,0.95,0.356,2.624,0.27,-0.006
2000-05-17,3.334,1.706,0.143,-0.21,1.287,0.408,3.05,0.273,0.011
2000-05-18,3.641,1.728,0.174,-0.168,1.479,0.428,3.278,0.345,0.018
2000-05-19,4.025,1.805,0.262,-0.083,1.543,0.498,3.506,0.498,0.021
2000-05-22,4.087,1.86,0.283,-0.11,1.482,0.572,3.507,0.539,0.041
2000-05-23,4.31,1.943,0.361,-0.075,1.51,0.571,3.62,0.646,0.044
2000-05-24,4.133,2.051,0.285,-0.13,1.442,0.485,3.405,0.678,0.05
2000-05-25,4.53,2.143,0.336,-0.121,1.743,0.429,3.794,0.692,0.044
2000-05-26,4.687,2.183,0.347,-0.071,1.804,0.424,3.864,0.783,0.04
2000-05-30,4.65,2.133,0.214,-0.023,1.915,0.411,3.832,0.786,0.032
2000-05-31,4.936,2.245,0.225,-0.101,2.145,0.422,4.09,0.809,0.037
2000-06-01,4.496,2.211,0.139,-0.208,2.018,0.336,3.794,0.675,0.027
2000-06-02,4.273,2.335,0.057,-0.158,1.763,0.276,3.406,0.845,0.022
2000-06-05,4.151,2.362,0.086,-0.128,1.495,0.336,3.185,0.939,0.027
2000-06-06,4.143,2.282,0.115,-0.011,1.354,0.403,3.12,0.997,0.026
2000-06-07,4.34,2.239,0.077,0.046,1.571,0.407,3.265,1.05,0.025
2000-06-08,4.238,2.109,0.104,0.01,1.597,0.418,3.326,0.889,0.023
2000-06-09,4.115,2.143,0.118,-0.055,1.605,0.304,3.24,0.857,0.018
2000-06-12,4.215,2.146,0.15,-0.063,1.659,0.323,3.316,0.87,0.029
2000-06-13,4.034,2.167,0.082,-0.041,1.518,0.308,3.109,0.897,0.028
2000-06-14,4.042,2.135,0.08,-0.058,1.635,0.25,3.16,0.853,0.029
2000-06-15,3.909,2.122,0.061,-0.053,1.576,0.203,3.007,0.873,0.029
2000-06-16,4.079,2.174,0.103,-0.058,1.585,0.275,3.052,0.95,0.077
2000-06-19,3.988,2.123,0.009,-0.052,1.611,0.297,2.995,0.923,0.07
2000-06-20,4.13,2.114,0.041,-0.028,1.618,0.385,3.082,0.97,0.078
2000-06-21,3.992,2.047,0.027,0.0,1.534,0.384,2.975,0.95,0.067
2000-06-22,4.185,2.018,0.106,0.015,1.523,0.523,3.141,0.971,0.073
2000-06-23,4.197,1.982,0.133,0.034,1.512,0.536,3.167,0.966,0.064
2000-06-26,4.114,2.038,0.093,-0.032,1.556,0.459,3.119,0.928,0.067
2000-06-27,4.078,2.065,0.11,0.016,1.516,0.371,3.039,0.973,0.066
2000-06-28,3.9,2.032,0.096,-0.017,1.534,0.255,2.939,0.894,0.067
2000-06-29,4.117,2.109,0.132,-0.019,1.647,0.248,3.075,0.974,0.068
2000-06-30,4.24,2.2,0.186,-0.044,1.671,0.227,3.185,1.001,0.054
2000-07-03,4.041,2.142,0.148,-0.033,1.558,0.226,3.028,0.962,0.051
2000-07-05,3.89,2.138,0.219,-0.084,1.312,0.305,2.922,0.908,0.06
2000-07-06,3.851,2.063,0.235,-0.063,1.306,0.31,2.935,0.853,0.063
2000-07-07,3.513,2.073,0.169,-0.123,1.221,0.173,2.656,0.796,0.061
2000-07-10,3.505,1.989,0.179,-0.05,1.151,0.236,2.659,0.781,0.065
2000-07-11,3.409,2.004,0.165,-0.076,1.09,0.226,2.56,0.783,0.066
2000-07-12,3.103,1.999,0.131,-0.148,0.954,0.167,2.364,0.689,0.05
2000-07-13,3.059,1.992,0.125,-0.192,0.962,0.172,2.342,0.664,0.053
2000-07-14,3.05,1.957,0.087,-0.118,0.971,0.153,2.283,0.715,0.052
2000-07-17,3.115,1.954,0.094,-0.109,1.015,0.161,2.321,0.731,0.063
2000-07-18,3.023,1.944,0.142,-0.162,1.047,0.052,2.353,0.653,0.017
2000-07-19,2.925,1.917,0.18,-0.17,0.962,0.036,2.295,0.611,0.019
2000-07-20,2.83,1.959,0.143,-0.181,0.954,-0.045,2.183,0.635,0.012
2000-07-21,2.871,1.928,0.186,-0.233,1.007,-0.017,2.282,0.575,0.014
2000-07-24,2.868,1.888,0.234,-0.224,0.949,0.021,2.326,0.531,0.011
2000-07-25,2.759,1.95,0.206,-0.232,0.859,-0.024,2.171,0.578,0.01
2000-07-26,2.803,1.922,0.271,-0.242,0.894,-0.042,2.23,0.564,0.009
2000-07-27,2.88,1.982,0.28,-0.282,0.957,-0.057,2.304,0.568,0.008
2000-07-28,3.118,1.99,0.37,-0.305,1.031,0.032,2.548,0.559,0.011
2000-07-31,3.176,2.098,0.329,-0.285,1.014,0.02,2.56,0.63,-0.014
2000-08-01,3.027,2.12,0.311,-0.352,0.941,0.007,2.433,0.603,-0.009
2000-08-02,3.041,2.128,0.313,-0.33,0.952,-0.022,2.42,0.627,-0.006
2000-08-03,3.053,2.142,0.301,-0.337,0.997,-0.05,2.418,0.648,-0.013
2000-08-04,2.977,2.149,0.272,-0.366,1.022,-0.1,2.334,0.643,0.0
2000-08-07,2.848,2.165,0.224,-0.373,0.898,-0.066,2.196,0.645,0.007
2000-08-08,2.656,2.093,0.215,-0.363,0.778,-0.067,2.026,0.619,0.011
2000-08-09,2.747,2.114,0.247,-0.344,0.764,-0.034,2.058,0.673,0.016
2000-08-10,2.547,2.025,0.286,-0.421,0.699,-0.042,1.983,0.539,0.025
2000-08-11,2.493,2.077,0.253,-0.437,0.71,-0.11,1.904,0.564,0.025
2000-08-14,2.361,2.071,0.196,-0.467,0.687,-0.126,1.788,0.542,0.031
2000-08-15,2.364,2.03,0.221,-0.4,0.633,-0.12,1.763,0.568,0.033
2000-08-16,2.443,2.023,0.236,-0.355,0.699,-0.16,1.845,0.579,0.019
2000-08-17,2.497,2.032,0.19,-0.362,0.723,-0.086,1.824,0.617,0.056
2000-08-18,2.42,2.043,0.205,-0.395,0.682,-0.115,1.774,0.591,0.055
2000-08-21,2.313,2.0,0.188,-0.4,0.608,-0.083,1.722,0.538,0.053
2000-08-22,2.449,2.073,0.195,-0.403,0.691,-0.107,1.788,0.606,0.055
2000-08-23,2.436,2.081,0.173,-0.337,0.615,-0.096,1.684,0.697,0.055
2000-08-24,2.442,2.101,0.169,-0.322,0.625,-0.131,1.668,0.716,0.058
2000-08-25,2.485,2.05,0.177,-0.307,0.712,-0.147,1.742,0.685,0.058
2000-08-28,2.397,2.065,0.156,-0.273,0.575,-0.126,1.604,0.735,0.058
2000-08-29,2.387,1.99,0.173,-0.249,0.552,-0.079,1.607,0.714,0.066
2000-08-30,2.491,1.957,0.199,-0.26,0.668,-0.073,1.76,0.668,0.063
2000-08-31,2.385,2.011,0.156,-0.314,0.661,-0.129,1.665,0.652,0.068
2000-09-01,2.462,2.079,0.152,-0.311,0.691,-0.149,1.708,0.686,0.068
2000-09-05,2.609,2.08,0.197,-0.319,0.698,-0.047,1.841,0.699,0.069
2000-09-06,2.805,2.117,0.244,-0.348,0.763,0.029,2.018,0.72,0.067
2000-09-07,2.901,2.115,0.214,-0.292,0.824,0.04,2.03,0.802,0.069
2000-09-08,2.776,1.958,0.242,-0.331,0.905,0.002,2.087,0.602,0.087
2000-09-11,2.686,1.953,0.26,-0.309,0.807,-0.025,1.995,0.607,0.084
2000-09-12,2.681,1.92,0.284,-0.316,0.828,-0.035,2.026,0.564,0.091
2000-09-13,2.69,1.954,0.279,-0.347,0.895,-0.091,2.04,0.555,0.095
2000-09-14,2.658,2.002,0.294,-0.347,0.798,-0.089,1.992,0.571,0.095
2000-09-15,2.812,1.952,0.341,-0.307,0.867,-0.041,2.121,0.576,0.115
2000-09-18,2.813,1.943,0.399,-0.259,0.786,-0.056,2.16,0.573,0.08
2000-09-19,2.706,1.968,0.35,-0.264,0.762,-0.11,2.029,0.593,0.084
2000-09-20,2.793,1.947,0.377,-0.22,0.746,-0.057,2.087,0.618,0.088
2000-09-21,2.821,1.983,0.385,-0.248,0.749,-0.048,2.087,0.644,0.09
2000-09-22,2.951,2.053,0.381,-0.264,0.762,0.019,2.182,0.672,0.097
2000-09-25,2.956,1.973,0.417,-0.246,0.75,0.062,2.208,0.642,0.106
2000-09-26,3.034,2.042,0.456,-0.242,0.742,0.036,2.241,0.685,0.108
2000-09-27,2.937,1.974,0.457,-0.205,0.695,0.016,2.189,0.641,0.107
2000-09-28,2.943,2.065,0.357,-0.238,0.872,-0.113,2.132,0.699,0.112
2000-09-29,3.194,2.082,0.435,-0.263,1.016,-0.076,2.4,0.68,0.114
2000-10-02,3.205,2.095,0.509,-0.292,0.915,-0.022,2.438,0.647,0.12
2000-10-03,3.181,2.073,0.548,-0.264,0.834,-0.01,2.42,0.639,0.122
2000-10-04,3.121,2.085,0.525,-0.268,0.838,-0.059,2.396,0.607,0.118
2000-10-05,3.092,2.069,0.521,-0.279,0.864,-0.083,2.405,0.566,0.121
2000-10-06,3.33,2.104,0.609,-0.281,1.0,-0.102,2.681,0.536,0.113
2000-10-09,3.37,2.168,0.626,-0.288,0.905,-0.041,2.683,0.574,0.113
2000-10-10,3.725,2.184,0.676,-0.246,1.073,0.038,2.982,0.636,0.107
2000-10-11,3.952,2.314,0.743,-0.255,1.041,0.109,3.147,0.706,0.099
2000-10-12,4.561,2.391,0.852,-0.279,1.112,0.485,3.634,0.8,0.127
2000-10-16,4.07,2.372,0.697,-0.287,0.97,0.318,3.192,0.734,0.144
2000-10-17,4.126,2.462,0.766,-0.29,0.889,0.299,3.254,0.748,0.124
2000-10-18,4.451,2.639,0.797,-0.297,0.946,0.366,3.445,0.885,0.121
2000-10-19,3.912,2.561,0.638,-0.322,0.846,0.189,2.998,0.792,0.122
2000-10-20,3.828,2.546,0.616,-0.341,0.875,0.132,2.945,0.754,0.129
2000-10-23,3.819,2.57,0.616,-0.337,0.815,0.155,2.917,0.773,0.129
2000-10-24,3.744,2.536,0.609,-0.299,0.814,0.084,2.889,0.734,0.121
2000-10-25,3.747,2.468,0.715,-0.282,0.662,0.184,2.958,0.673,0.116
2000-10-26,3.933,2.513,0.714,-0.281,0.723,0.264,3.129,0.685,0.119
2000-10-27,3.794,2.515,0.665,-0.281,0.709,0.186,2.987,0.682,0.125
2000-10-30,3.612,2.431,0.599,-0.281,0.749,0.114,2.952,0.546,0.114
2000-10-31,3.5,2.549,0.501,-0.255,0.665,0.04,2.748,0.636,0.116
2000-11-01,3.559,2.539,0.531,-0.221,0.652,0.058,2.76,0.688,0.111
2000-11-02,3.475,2.549,0.511,-0.216,0.596,0.035,2.658,0.701,0.116
2000-11-03,3.552,2.527,0.515,-0.117,0.608,0.019,2.665,0.772,0.115
2000-11-06,3.399,2.488,0.495,-0.116,0.475,0.057,2.54,0.744,0.115
2000-11-07,3.474,2.48,0.499,-0.09,0.508,0.077,2.597,0.76,0.117
2000-11-08,3.593,2.458,0.568,-0.096,0.568,0.095,2.735,0.743,0.115
2000-11-09,3.829,2.48,0.588,-0.109,0.699,0.171,2.971,0.749,0.109
2000-11-10,3.932,2.485,0.698,-0.153,0.691,0.211,3.127,0.697,0.108
2000-11-13,3.825,2.507,0.735,-0.164,0.671,0.076,3.125,0.647,0.053
2000-11-14,3.427,2.497,0.63,-0.18,0.633,-0.153,2.833,0.565,0.029
2000-11-15,3.4,2.503,0.606,-0.215,0.699,-0.193,2.815,0.55,0.035
2000-11-16,3.461,2.514,0.659,-0.244,0.773,-0.241,2.889,0.535,0.037
2000-11-17,3.461,2.549,0.673,-0.223,0.732,-0.27,2.873,0.552,0.036
2000-11-20,3.691,2.61,0.747,-0.274,0.718,-0.11,3.104,0.561,0.026
2000-11-21,3.655,2.66,0.725,-0.281,0.708,-0.157,3.057,0.574,0.024
2000-11-22,3.797,2.736,0.794,-0.311,0.699,-0.121,3.2,0.584,0.013
2000-11-24,3.571,2.739,0.723,-0.351,0.642,-0.182,3.006,0.555,0.01
2000-11-27,3.767,2.751,0.702,-0.313,0.76,-0.133,3.157,0.6,0.01
2000-11-28,3.83,2.767,0.733,-0.323,0.763,-0.11,3.239,0.591,0.0
2000-11-29,4.058,2.834,0.708,-0.375,0.98,-0.089,3.471,0.587,0.0
2000-11-30,4.479,3.025,0.802,-0.386,0.961,0.077,3.767,0.713,-0.001
2000-12-01,4.431,2.987,0.803,-0.403,0.927,0.117,3.663,0.743,0.025
2000-12-04,4.607,3.083,0.755,-0.398,1.019,0.148,3.751,0.829,0.027
2000-12-05,4.483,3.074,0.587,-0.442,1.129,0.135,3.579,0.849,0.055
2000-12-06,4.38,3.014,0.675,-0.444,0.975,0.16,3.487,0.839,0.054
2000-12-07,4.283,2.973,0.696,-0.45,0.835,0.229,3.411,0.819,0.053
2000-12-08,4.191,2.944,0.611,-0.455,0.935,0.156,3.312,0.815,0.064
2000-12-11,4.155,2.891,0.575,-0.415,0.922,0.182,3.267,0.817,0.071
2000-12-12,4.049,2.849,0.589,-0.435,0.818,0.228,3.193,0.785,0.071
2000-12-13,4.045,2.824,0.624,-0.507,0.887,0.217,3.229,0.728,0.088
2000-12-14,4.064,2.786,0.669,-0.506,0.792,0.323,3.242,0.735,0.087
2000-12-15,4.106,2.752,0.759,-0.558,0.736,0.417,3.344,0.689,0.073
2000-12-18,4.3,2.751,0.707,-0.549,0.857,0.534,3.526,0.699,0.075
2000-12-19,4.3,2.691,0.762,-0.524,0.924,0.447,3.551,0.671,0.078
2000-12-20,4.96,2.742,0.896,-0.606,1.088,0.84,4.103,0.764,0.093
2000-12-21,5.286,2.7,0.853,-0.57,1.534,0.769,4.411,0.777,0.098
2000-12-22,5.302,2.728,0.742,-0.581,1.766,0.647,4.414,0.787,0.101
2000-12-26,4.738,2.737,0.703,-0.567,1.14,0.725,3.851,0.79,0.097
2000-12-27,4.617,2.75,0.649,-0.571,1.082,0.707,3.71,0.803,0.104
2000-12-28,4.469,2.739,0.632,-0.537,1.017,0.618,3.543,0.819,0.107
2000-12-29,4.516,2.755,0.681,-0.542,1.014,0.608,3.575,0.834,0.107
2001-01-02,5.083,2.956,1.033,-0.615,0.945,0.764,4.053,0.928,0.102
2001-01-03,4.832,2.793,0.807,-0.527,1.083,0.676,3.893,0.827,0.112
2001-01-04,4.551,2.733,0.864,-0.6,0.869,0.685,3.689,0.752,0.11
2001-01-05,4.941,2.734,0.984,-0.666,1.036,0.853,4.117,0.715,0.109
2001-01-08,4.706,2.655,0.987,-0.638,0.795,0.907,3.912,0.685,0.109
2001-01-09,4.368,2.54,0.968,-0.618,0.662,0.816,3.603,0.657,0.108
2001-01-10,4.275,2.491,0.918,-0.555,0.605,0.816,3.491,0.678,0.106
2001-01-11,4.145,2.414,0.869,-0.588,0.682,0.768,3.433,0.606,0.106
2001-01-12,3.912,2.312,0.899,-0.539,0.648,0.592,3.304,0.531,0.077
2001-01-16,4.046,2.295,0.97,-0.501,0.639,0.643,3.399,0.57,0.077
2001-01-17,3.894,2.207,0.959,-0.561,0.631,0.658,3.361,0.435,0.098
2001-01-18,3.761,2.199,0.893,-0.534,0.604,0.599,3.185,0.483,0.093
2001-01-19,3.67,2.166,0.911,-0.483,0.574,0.502,3.131,0.479,0.06
2001-01-22,3.655,2.106,0.903,-0.431,0.562,0.515,3.105,0.49,0.06
2001-01-23,3.392,2.056,0.841,-0.432,0.5,0.427,2.852,0.479,0.061
2001-01-24,3.438,2.047,0.824,-0.444,0.552,0.459,2.94,0.433,0.065
2001-01-25,3.458,1.999,0.844,-0.423,0.626,0.412,2.959,0.435,0.064
2001-01-26,3.449,2.013,0.847,-0.426,0.623,0.392,2.962,0.419,0.068
2001-01-29,3.272,2.003,0.815,-0.403,0.524,0.333,2.777,0.429,0.066
2001-01-30,3.367,1.954,0.782,-0.405,0.719,0.317,2.864,0.439,0.064
2001-01-31,3.132,1.943,0.808,-0.447,0.582,0.246,2.597,0.468,0.067
2001-02-01,3.532,1.913,0.863,-0.379,0.641,0.494,2.722,0.735,0.075
2001-02-02,3.614,1.898,0.945,-0.371,0.669,0.473,2.802,0.734,0.078
2001-02-05,3.532,1.881,0.927,-0.331,0.567,0.488,2.685,0.764,0.083
2001-02-06,3.521,1.841,0.924,-0.326,0.641,0.441,2.734,0.703,0.084
2001-02-07,3.439,1.847,0.962,-0.364,0.592,0.402,2.722,0.637,0.08
2001-02-08,3.388,1.834,0.987,-0.387,0.558,0.396,2.675,0.629,0.084
2001-02-09,3.505,1.849,1.056,-0.415,0.591,0.424,2.774,0.645,0.086
2001-02-12,3.501,1.859,0.99,-0.4,0.566,0.486,2.753,0.66,0.088
2001-02-13,3.45,1.872,1.025,-0.385,0.529,0.409,2.691,0.667,0.092
2001-02-14,3.568,1.855,1.038,-0.334,0.553,0.456,2.735,0.727,0.106
2001-02-15,3.49,1.808,0.993,-0.29,0.553,0.426,2.66,0.713,0.117
2001-02-16,3.688,1.887,1.089,-0.312,0.556,0.468,2.846,0.752,0.09
2001-02-20,3.796,1.909,1.162,-0.296,0.485,0.536,2.953,0.774,0.069
2001-02-21,4.005,1.957,1.243,-0.31,0.489,0.626,3.145,0.8,0.06
2001-02-22,4.04,1.971,1.241,-0.319,0.481,0.666,3.266,0.719,0.055
2001-02-23,4.391,2.016,1.267,-0.295,0.672,0.731,3.505,0.837,0.049
2001-02-26,4.078,2.017,1.177,-0.354,0.601,0.637,3.246,0.788,0.044
2001-02-27,3.972,2.027,1.203,-0.38,0.446,0.676,3.15,0.785,0.037
2001-02-28,4.02,2.08,1.266,-0.398,0.299,0.773,3.173,0.809,0.038
2001-03-01,4.092,2.016,1.257,-0.375,0.401,0.793,3.215,0.838,0.039
2001-03-02,4.157,2.039,1.273,-0.38,0.429,0.796,3.259,0.859,0.039
2001-03-05,3.989,2.024,1.228,-0.372,0.416,0.693,3.133,0.834,0.022
2001-03-06,3.785,2.02,1.164,-0.348,0.428,0.521,3.002,0.772,0.011
2001-03-07,3.729,2.007,1.126,-0.396,0.53,0.462,2.986,0.728,0.015
2001-03-08,3.716,1.996,1.112,-0.414,0.537,0.485,2.965,0.741,0.01
2001-03-09,3.681,1.981,1.221,-0.414,0.431,0.462,2.982,0.719,-0.02
2001-03-12,4.419,2.02,1.417,-0.446,0.692,0.736,3.663,0.781,-0.025
2001-03-13,4.084,2.023,1.345,-0.411,0.513,0.614,3.364,0.738,-0.018
2001-03-14,4.616,2.15,1.459,-0.453,0.644,0.816,3.788,0.822,0.006
2001-03-15,4.422,2.172,1.408,-0.497,0.517,0.822,3.623,0.787,0.012
2001-03-16,4.577,2.206,1.501,-0.496,0.423,0.943,3.752,0.809,0.016
2001-03-19,4.448,2.22,1.417,-0.47,0.378,0.903,3.591,0.847,0.01
2001-03-20,4.539,2.239,1.497,-0.44,0.338,0.905,3.659,0.873,0.007
2001-03-21,4.856,2.329,1.575,-0.494,0.482,0.964,3.95,0.9,0.006
2001-03-22,5.303,2.468,1.609,-0.511,0.718,1.019,4.231,1.071,0.001
2001-03-23,4.883,2.403,1.496,-0.471,0.565,0.89,3.829,1.043,0.011
2001-03-26,4.926,2.373,1.414,-0.442,0.751,0.83,3.873,1.04,0.013
2001-03-27,4.444,2.294,1.279,-0.397,0.537,0.731,3.445,0.981,0.018
2001-03-28,4.779,2.292,1.383,-0.398,0.624,0.878,3.782,0.975,0.022
2001-03-29,5.024,2.291,1.389,-0.393,0.785,0.952,4.02,0.976,0.028
2001-03-30,4.878,2.265,1.333,-0.461,0.79,0.951,3.967,0.882,0.029
2001-04-02,5.11,2.277,1.437,-0.422,0.731,1.087,4.13,0.943,0.037
2001-04-03,5.825,2.399,1.603,-0.366,0.92,1.269,4.693,1.093,0.039
2001-04-04,5.946,2.517,1.6,-0.345,0.897,1.277,4.717,1.195,0.034
2001-04-05,5.508,2.502,1.394,-0.311,0.882,1.041,4.324,1.149,0.035
2001-04-06,5.936,2.492,1.476,-0.315,1.193,1.09,4.696,1.214,0.026
2001-04-09,5.806,2.559,1.421,-0.329,1.082,1.073,4.569,1.209,0.028
2001-04-10,5.487,2.481,1.28,-0.284,1.06,0.95,4.274,1.164,0.049
2001-04-11,5.053,2.389,1.278,-0.254,0.759,0.881,3.957,1.051,0.045
2001-04-12,4.905,2.293,1.209,-0.229,0.958,0.674,3.83,1.03,0.045
2001-04-16,4.659,2.259,1.204,-0.24,0.779,0.657,3.672,0.976,0.011
2001-04-17,4.575,2.268,1.158,-0.223,0.787,0.585,3.586,0.981,0.008
2001-04-18,4.509,2.166,0.971,-0.212,1.058,0.526,3.624,0.876,0.009
2001-04-19,4.017,2.155,0.919,-0.146,0.565,0.524,3.07,0.941,0.006
2001-04-20,4.356,2.244,0.957,-0.162,0.737,0.58,3.343,1.004,0.009
2001-04-23,4.658,2.304,1.019,-0.167,0.765,0.737,3.639,1.013,0.006
2001-04-24,4.473,2.264,1.059,-0.176,0.597,0.729,3.573,0.901,-0.001
2001-04-25,4.196,2.161,0.99,-0.147,0.491,0.701,3.229,0.961,0.006
2001-04-26,4.136,2.202,0.96,-0.19,0.563,0.601,3.167,0.963,0.006
2001-04-27,3.762,2.121,0.877,-0.187,0.459,0.492,2.905,0.856,0.001
2001-04-30,3.517,1.83,0.875,-0.171,0.458,0.525,2.825,0.703,-0.011
2001-05-01,3.356,1.756,0.817,-0.149,0.487,0.445,2.669,0.698,-0.011
2001-05-02,3.309,1.757,0.812,-0.146,0.456,0.43,2.578,0.743,-0.012
2001-05-03,3.449,1.794,0.886,-0.172,0.508,0.433,2.694,0.773,-0.018
2001-05-04,3.302,1.816,0.807,-0.175,0.528,0.326,2.57,0.752,-0.02
2001-05-07,3.379,1.803,0.795,-0.172,0.571,0.382,2.666,0.733,-0.02
2001-05-08,3.089,1.768,0.795,-0.168,0.326,0.368,2.417,0.691,-0.019
2001-05-09,3.018,1.776,0.814,-0.218,0.282,0.364,2.374,0.671,-0.027
2001-05-10,2.909,1.78,0.794,-0.201,0.268,0.268,2.323,0.634,-0.048
2001-05-11,2.835,1.679,0.824,-0.16,0.253,0.239,2.302,0.578,-0.045
2001-05-14,3.043,1.656,0.821,-0.155,0.47,0.251,2.502,0.596,-0.055
2001-05-15,3.026,1.615,0.798,-0.13,0.573,0.17,2.485,0.599,-0.058
2001-05-16,2.65,1.668,0.671,-0.154,0.387,0.078,2.135,0.578,-0.063
2001-05-17,2.569,1.653,0.648,-0.161,0.42,0.009,2.086,0.548,-0.065
2001-05-18,2.442,1.641,0.625,-0.245,0.386,0.035,2.054,0.468,-0.08
2001-05-21,2.345,1.64,0.562,-0.229,0.399,-0.027,1.96,0.465,-0.08
2001-05-22,2.332,1.625,0.559,-0.232,0.38,0.0,1.991,0.428,-0.087
2001-05-23,2.569,1.594,0.622,-0.182,0.433,0.102,2.174,0.476,-0.081
2001-05-24,2.409,1.559,0.602,-0.13,0.354,0.024,2.006,0.468,-0.065
2001-05-25,2.445,1.542,0.65,-0.12,0.391,-0.018,2.048,0.464,-0.067
2001-05-29,2.394,1.525,0.674,-0.11,0.251,0.054,1.989,0.467,-0.062
2001-05-30,2.539,1.534,0.733,-0.066,0.276,0.062,2.099,0.492,-0.052
2001-05-31,2.653,1.596,0.727,-0.069,0.313,0.086,2.142,0.564,-0.053
2001-06-01,2.421,1.631,0.706,-0.098,0.206,-0.024,1.894,0.591,-0.064
2001-06-04,2.26,1.64,0.669,-0.091,0.181,-0.139,1.744,0.582,-0.066
2001-06-05,2.228,1.663,0.599,-0.11,0.247,-0.171,1.684,0.609,-0.065
2001-06-06,2.366,1.624,0.643,-0.118,0.29,-0.073,1.861,0.561,-0.056
2001-06-07,2.284,1.595,0.618,-0.095,0.265,-0.099,1.789,0.548,-0.053
2001-06-08,2.264,1.575,0.653,-0.14,0.271,-0.095,1.799,0.519,-0.054
