"time","timeDate","close","high","low","open","volumefrom","volumeto"
1421798400000,"2015-01-21",0.01523,0.0175,0.01523,0.01748,0,0
1421884800000,"2015-01-22",0.01602,0.0175,0.01523,0.01523,0,0
1421971200000,"2015-01-23",0.016,0.017,0.016,0.01602,0,0
1422057600000,"2015-01-24",0.01739,0.01739,0.015,0.016,0,0
1422144000000,"2015-01-25",0.017,0.01739,0.0156,0.01739,0,0
1422230400000,"2015-01-26",0.01469,0.0175,0.01469,0.017,0,0
1422316800000,"2015-01-27",0.0155,0.017,0.01469,0.01469,0,0
1422403200000,"2015-01-28",0.015,0.0167,0.0131,0.0155,0,0
1422489600000,"2015-01-29",0.0135,0.015,0.0131,0.015,0,0
1422576000000,"2015-01-30",0.015,0.015,0.0135,0.0135,1016.47,16.76
1422662400000,"2015-01-31",0.01499,0.015,0.0135,0.015,1217.22,17.63
1422748800000,"2015-02-01",0.01352,0.01499,0.01351,0.01499,100.73,1.43
1422835200000,"2015-02-02",0.01327,0.015,0.01327,0.015,0,0
1422921600000,"2015-02-03",0.0148,0.015,0.01327,0.01327,0,0
1423008000000,"2015-02-04",0.014,0.0148,0.014,0.0148,0,0
1423094400000,"2015-02-05",0.01573,0.01573,0.013,0.014,0,0
1423180800000,"2015-02-06",0.0155,0.01695,0.014,0.01573,339.16,5.24
1423267200000,"2015-02-07",0.01468,0.0155,0.01401,0.0155,216.69,3.26
1423353600000,"2015-02-08",0.01428,0.01506,0.01428,0.01468,0,0
1423440000000,"2015-02-09",0.0135,0.01467,0.0135,0.01428,0,0
1423526400000,"2015-02-10",0.01464,0.01467,0.011,0.0135,0,0
1423612800000,"2015-02-11",0.01462,0.01464,0.011,0.01464,0,0
1423699200000,"2015-02-12",0.0143,0.01463,0.01101,0.01462,0,0
1423785600000,"2015-02-13",0.01445,0.01472,0.01201,0.0143,0,0
1423872000000,"2015-02-14",0.012,0.01508,0.012,0.01445,0,0
1423958400000,"2015-02-15",0.012,0.012,0.012,0.012,0,0
1424044800000,"2015-02-16",0.01508,0.01509,0.012,0.01509,0,0
1424131200000,"2015-02-17",0.01301,0.01508,0.01202,0.01508,0,0
1424217600000,"2015-02-18",0.01499,0.01499,0.01301,0.01301,0,0
1424304000000,"2015-02-19",0.01307,0.01499,0.01307,0.01499,0,0
1424390400000,"2015-02-20",0.01307,0.01498,0.01307,0.01307,0.2934,0.007334
1424476800000,"2015-02-21",0.01307,0.0141,0.01307,0.01307,1.09,0.02721
1424563200000,"2015-02-22",0.01307,0.01403,0.01307,0.01307,0,0
1424649600000,"2015-02-23",0.01403,0.01403,0.01307,0.01307,0,0
1424736000000,"2015-02-24",0.01343,0.01403,0.01307,0.01403,0,0
1424822400000,"2015-02-25",0.014,0.014,0.01307,0.01343,0,0
1424908800000,"2015-02-26",0.013,0.014,0.0116,0.014,40,0.09999
1424995200000,"2015-02-27",0.01206,0.01398,0.0116,0.013,0,0
1425081600000,"2015-02-28",0.01178,0.0132,0.0116,0.01206,0,0
1425168000000,"2015-03-01",0.01101,0.01348,0.011,0.01178,0.1309,0.003272
1425254400000,"2015-03-02",0.006611,0.01208,0.006611,0.01101,0,0
1425340800000,"2015-03-03",0.008505,0.01205,0.006611,0.006611,56018.06,503.22
1425427200000,"2015-03-04",0.012,0.012,0.008426,0.008505,367.48,3.5
1425513600000,"2015-03-05",0.012,0.012,0.009331,0.012,4579.24,51.95
1425600000000,"2015-03-06",0.0104,0.012,0.009231,0.012,5.18,0.057
1425686400000,"2015-03-07",0.0103,0.012,0.0103,0.0104,0,0
1425772800000,"2015-03-08",0.009777,0.01103,0.009763,0.0103,0,0
1425859200000,"2015-03-09",0.009806,0.01098,0.009804,0.009819,0,0
1425945600000,"2015-03-10",0.009536,0.01097,0.008827,0.009806,0,0
1426032000000,"2015-03-11",0.0077,0.01093,0.0077,0.009536,180.18,2
1426118400000,"2015-03-12",0.01082,0.01088,0.0077,0.0077,0,0
1426204800000,"2015-03-13",0.01071,0.01082,0.008203,0.01082,0.1818,0.002
1426291200000,"2015-03-14",0.01112,0.01197,0.01015,0.01071,11179.82,122.98
1426377600000,"2015-03-15",0.0106,0.01167,0.01016,0.01112,0,0
1426464000000,"2015-03-16",0.01054,0.01118,0.01016,0.0106,0,0
1426550400000,"2015-03-17",0.01053,0.01118,0.01053,0.01054,1.09,0.003867
1426636800000,"2015-03-18",0.01024,0.01496,0.01016,0.01053,0,0
1426723200000,"2015-03-19",0.01093,0.01098,0.0079,0.01024,0,0
1426809600000,"2015-03-20",0.007515,0.01093,0.0075,0.01093,0,0
1426896000000,"2015-03-21",0.01011,0.01019,0.0075,0.007515,0,0
1426982400000,"2015-03-22",0.01004,0.0102,0.0094,0.01011,0,0
1427068800000,"2015-03-23",0.009728,0.0102,0.009728,0.01004,0,0
1427155200000,"2015-03-24",0.009942,0.009949,0.009001,0.009728,0,0
1427241600000,"2015-03-25",0.0092,0.009942,0.008002,0.009942,0,0
1427328000000,"2015-03-26",0.0085,0.009296,0.0085,0.0092,0,0
1427414400000,"2015-03-27",0.00875,0.008799,0.0085,0.0085,0,0
1427500800000,"2015-03-28",0.00895,0.00895,0.00865,0.00875,0,0
1427587200000,"2015-03-29",0.00835,0.00895,0.0083,0.00895,0.1768,0.002033
1427673600000,"2015-03-30",0.008199,0.008497,0.008102,0.008102,0,0
1427760000000,"2015-03-31",0.007738,0.0085,0.0075,0.008199,0.1306,0.0004657
1427846400000,"2015-04-01",0.0079,0.007984,0.007509,0.007738,0.03453,0.000397
1427932800000,"2015-04-02",0.00785,0.008499,0.007609,0.0079,0,0
1428019200000,"2015-04-03",0.008925,0.009278,0.00785,0.00785,0,0
1428105600000,"2015-04-04",0.009368,0.009938,0.00846,0.008925,0.3146,0.003618
1428192000000,"2015-04-05",0.008839,0.00946,0.0087,0.009368,0,0
1428278400000,"2015-04-06",0.008783,0.009359,0.008453,0.008839,0,0
1428364800000,"2015-04-07",0.0091,0.009359,0.008716,0.008783,0,0
1428451200000,"2015-04-08",0.00918,0.009371,0.008786,0.0091,4.75,0.05457
1428537600000,"2015-04-09",0.009195,0.0098,0.007935,0.00918,26.04,0.2619
1428624000000,"2015-04-10",0.00918,0.009199,0.008923,0.009195,0,0
1428710400000,"2015-04-11",0.008,0.00918,0.008,0.00918,0,0
1428796800000,"2015-04-12",0.008,0.009137,0.008,0.008,0,0
1428883200000,"2015-04-13",0.008271,0.0084,0.008,0.008,0,0
1428969600000,"2015-04-14",0.008271,0.008271,0.008271,0.008271,0,0
1429056000000,"2015-04-15",0.008271,0.008271,0.008271,0.008271,0,0
1429142400000,"2015-04-16",0.008271,0.008271,0.008271,0.008271,0,0
1429228800000,"2015-04-17",0.008271,0.008271,0.008271,0.008271,0,0
1429315200000,"2015-04-18",0.008271,0.008271,0.008271,0.008271,0,0
1429401600000,"2015-04-19",0.008271,0.008271,0.008271,0.008271,0,0
1429488000000,"2015-04-20",0.003565,0.0115,0.003565,0.0115,282.07,1.08
1429574400000,"2015-04-21",0.003565,0.003565,0.003565,0.003565,0,0
1429660800000,"2015-04-22",0.004,0.0114,0.003565,0.004,3003.19,10.71
1429747200000,"2015-04-23",0.008274,0.008274,0.0082,0.0082,0,0
1429833600000,"2015-04-24",0.00802,0.008496,0.008,0.008274,0.1737,0.001337
1429920000000,"2015-04-25",0.008021,0.008191,0.00802,0.00802,0,0
1430006400000,"2015-04-26",0.007781,0.008082,0.00778,0.008021,0,0
1430092800000,"2015-04-27",0.008055,0.008056,0.00778,0.007781,5.68,0.04371
1430179200000,"2015-04-28",0.007699,0.008055,0.007698,0.008055,0.702,0.007995
1430265600000,"2015-04-29",0.007635,0.008056,0.007624,0.007699,3.83,0.03824
1430352000000,"2015-04-30",0.0085,0.0085,0.007635,0.007635,2.64,0.03001
1430438400000,"2015-05-01",0.008499,0.0085,0.0078,0.0085,0.6828,0.005995
1430524800000,"2015-05-02",0.008441,0.0085,0.008008,0.008499,3.07,0.02518
1430611200000,"2015-05-03",0.007803,0.008441,0.007803,0.008441,1.24,0.006192
1430697600000,"2015-05-04",0.008165,0.0085,0.007803,0.007803,0.6175,0.002779
1430784000000,"2015-05-05",0.0078,0.008493,0.0078,0.008165,1.5,0.007488
